OBJECTID,Categoria,Codigo Tramo,Poste de Referencia Inicial,Distancia Inicial,Poste de Referencia Final,Distancia Final,Nombre Ruta,Sector,Administrador,Grupo Administrador Vial,Superficie,Calzada,Ruta,Fuente,GlobalID,nombretramo,created_user,created_date,last_edited_user,last_edited_date,Territorial,revisionestado,Shape__Length
317,2,24HL03,0,0,3,100,Alternas a la Troncal del Magdalena,Cruce Ruta 24 - Tesalia,1,2,3,1,24,IGAC (Contrato 2932/2008),7cfa2381-a5f3-4814-b9b9-4d944fbd436e,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,14,No Revisado,3310.75166441529
318,2,40QN04,2,300,4,0,Transversal Buenaventura - Villavicencio - Puerto Carreño,La Española - Armenia,1,1,3,1,40,IGAC (Contrato 2932/2008),c40c5363-61a7-4e0e-9a92-98be1eb3bc23,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,20,No Revisado,1689.89255183489
319,1,4503,66,0,131,680,Troncal del Magdalena,San Juan de Villalobos - Pitalito,2,,3,1,45,IGAC (Contrato 2932/2008),38875542-9ea9-4447-8073-6196505cbb70,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,14,No Revisado,64588.901224942
320,1,2602,0,0,109,10,Transversal Huila - Cauca,Popayán (Crucero) - Guadualejo,1,3,3,1,26,IGAC (Contrato 2932/2008),da3e955f-12e0-4583-a2c4-cfa226aad615,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,8,No Revisado,111211.543680852
321,1,4002,41,760,50,250,Troncal del Eje Cafetero,Club Campestre - Armenia,1,1,3,1,40,IGAC (Contrato 2932/2008),a7256cb8-7f49-4caa-96c3-1f484523276b,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,20,No Revisado,8602.17140776616
322,1,3702,0,0,42,0,Circuitos Ecoturisticos Huila - Cauca,Guadualejo - Irlanda,1,4,3,1,37,OpenStreetMap.,7bf1931b-d7a1-4c7a-a72f-996d2a9313e8,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,8,No Revisado,44136.4654615331
323,1,4505,0,0,2,0,Troncal del Magdalena,Paso Nacional por Garzón,1,1,3,2,45,IGAC (Contrato 2130/2014),d06cd066-d0c4-4e58-9104-a7325cf92868,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,14,No Revisado,2142.02196904966
324,1,2501B,60,0,91,0,Alternas a la Troncal de Occidente,Santa Bárbara - Pasto,1,4,3,1,25,IGAC (Contrato 2932/2008),004442c8-ce82-4475-a446-fc2c54ac3663,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,17,No Revisado,30972.5433742997
325,1,6501,2,750,55,600,Troncal Villagarzon - Saravena,Villagarzón - Puerto Bello,1,2,3,1,65,IGAC (Contrato 2130/2014),9288c9c4-81f7-460a-b934-cbcbf404edaf,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,19,No Revisado,52078.9466566095
326,1,1002,95,0,127,600,Transversal Tumaco - Leticia,Tuquerres - Pedregal,1,3,1,1,10,IGAC (Contrato 2932/2008),4a2ab108-581e-4f14-afb2-a5d31e957ff3,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,17,No Revisado,32466.5505453495
327,1,45HLC,0,0,5,0,Troncal del Magdalena,Variante de Pitalito,2,,3,2,45,IGAC (Contrato 2932/2008),eee0d368-b48f-446f-9e16-55d5b34f2213,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,14,No Revisado,10162.014111752
328,1,4504,0,0,2,180,Troncal del Magdalena,Paso Nacional por Pitalito,1,1,3,1,45,IGAC (Contrato 2932/2008),a9d48344-9034-4842-a502-06b0c21d03da,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,14,No Revisado,2216.75437335538
329,1,4504,2,180,70,165,Troncal del Magdalena,Pitalito - Garzón,2,,3,2,45,IGAC (Contrato 2130/2014),a298c34d-f2fa-4b82-981d-117eea6de937,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,14,No Revisado,68019.7447080653
330,4,25CCD,0,0,5,0,Troncal de Occidente,Variante Puerto Tejada    ,2,,3,1,25,IGAC (Contrato 2932/2008),d380e237-a7bc-44ff-9808-1193fa70a11d,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,8,No Revisado,6071.32574473254
331,1,2002,125,700,146,70,Popayan - Paletara - San Jose de Isnos - Pitalito - San Agustin,Sombrerillos - La Portada,2,,3,1,20,IGAC (Contrato 2932/2008),9adb6793-f4de-4a53-9330-4601946cd38b,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,14,No Revisado,21040.6655823006
332,1,2501B,28,468,29,503,Alternas a la Troncal de Occidente,Cebadal - Santa Bárbara (Paso Antiguo por Puente Alfonso López Pumarejo),1,3,1,2,25,IGAC (Contrato 2130/2014),c684c4b0-b496-4c9c-915b-d29dfb9a09a0,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,17,No Revisado,1037.8246418795
333,1,29RSC,20,150,31,706,Troncal del Eje Cafetero,Intersección Jazmín - Estación de  Servicio Chinchiná,2,,3,1,29,IGAC (Contrato 2932/2008),62f46781-220b-432c-bc96-71a5ed863fa2,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,21,No Revisado,11498.5480312418
334,1,2505,67,0,102,575,Troncal de Occidente,Buga - Andalucía,3,,3,2,25,IGAC (Contrato 2932/2008),b2286486-fc5e-4755-b6c8-5a6326dc91bf,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,25,No Revisado,73405.4175911031
335,1,25VLE,0,0,6,735,Alternas a la Troncal de Occidente,Variante de Tuluá,3,,3,1,25,Google Maps,f7b33bb5-b8c5-4dd5-8906-f9ff54efa393,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,25,No Revisado,6081.676377991
336,1,1003,5,0,33,0,Transversal Tumaco - Leticia,Pasto - La Piscicultura,1,5,1,1,10,IGAC (Contrato 2932/2008),a7a57da8-42b4-4783-9874-354e64ed01f6,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,17,No Revisado,28475.4091006617
337,2,4803,0,0,2,250,Alternas a la Troncal de Occidente,Ansermanuevo - Cruce Ruta 23,1,3,3,2,48,IGAC (Contrato 2932/2008),8b2e7b63-4d52-4a87-a5f7-b94402313879,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,25,No Revisado,1968.62386341106
338,1,3105,0,0,50,0,Alternas a la Troncal de Occidente,Santander de Quilichao - Río Desbaratado,1,5,3,2,31,IGAC (Contrato 2130/2014),acc390de-92e8-4e07-acb5-f7c908604582,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,8,No Revisado,49536.5355706544
339,1,2503,0,0,121,0,Troncal de Occidente,Mojarras - Popayán,1,7,3,1,25,IGAC (Contrato 2932/2008),299818ae-e71b-4a4f-897f-6819b25640d2,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,8,No Revisado,121085.17640323
340,3,26CC04,0,0,4,0,Circuitos Ecoturisticos Huila - Cauca,Cruce Tramo 2602 - San Andrés de Pisimbalá,1,3,3,1,26,IGAC (Contrato 2932/2008),152762e2-e4dc-4e1a-bf16-b55f0b7fefd4,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,8,No Revisado,3950.43998506562
341,2,29VLA,0,0,1,200,Acceso a Armenia,Variante de Alcalá y Accesos,1,1,3,1,29,IGAC (Contrato 2932/2008),08cf62c7-3553-4cd7-add2-9fb42c379c6c,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,20,No Revisado,1187.72885189529
342,1,2302,123,200,142,120,Alternas a la Troncal de Occidente,Ansermanuevo - La Virginia,1,2,3,2,23,IGAC (Contrato 2130/2014),7007eab5-193f-49bc-ba8d-d34315b8f424,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,21,No Revisado,18882.9519096573
343,2,50RS01,0,0,30,290,Conexión Troncal de Occidente - Transversal Las Animas - Bogotá,Apía - La Virginia,1,1,3,2,50,IGAC (Contrato 2130/2014),43424d96-7f8d-4567-ab3e-625f6ad0d766,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,21,No Revisado,30083.5563451457
344,2,25CC15-1,121,667,170,0,Transversal Rosas Condagua,Santiago - Santa Rosa,1,1,3,1,25,IGAC (Contrato 2130/2014),6f80837c-62db-4139-bd3d-f400a406b754,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,8,No Revisado,46892.2231319011
345,1,20CQ01,0,0,1,27,Acceso a Florencia,Ramal Cruce Tramos 2003 (El Caraño) - 2003A (Las Doradas),1,2,3,1,20,IGAC (Contrato 2130/2014),30a5c35e-7104-4a9e-a0ac-019071a53ac7,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,6,No Revisado,987.71110546096
346,1,2602A,0,0,42,0,Alternas a la Troncal de Occidente,Piendamó - Totoró,1,4,3,2,26,IGAC (Contrato 2130/2014),0d52c8d7-fec8-4b03-8c8f-104a9154bfcd,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,8,No Revisado,42405.7488978975
347,2,25NR04,0,0,0,662,Alternas a la Troncal de Occidente,Acceso Aeropuerto de Pasto,1,4,3,1,25,IGAC (Contrato 2932/2008),e4aab31c-3abd-47da-8faf-4164af28d1f8,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,17,No Revisado,680.574294726996
348,1,2003A,41,742,83,537,Acceso a Florencia,Depresión El Vergel - Florencia,1,1,3,1,20,IGAC (Contrato 2130/2014),0e92b37c-4cf8-46f2-814f-827a69079b3d,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,6,No Revisado,41368.3324728727
349,1,2003,38,0,73,747,Acceso a Florencia,Gabinete - El Caraño,1,2,3,1,20,IGAC (Contrato 2932/2008),8d6023d5-eb34-4f37-9e80-1072816407cb,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,6,No Revisado,34464.2294480164
350,1,2502,36,0,124,599,Troncal de Occidente,Cano - Mojarras,1,4,1,1,25,IGAC (Contrato 2932/2008),ff7e788d-3282-4f82-973b-10502970419e,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,17,No Revisado,88977.3512326754
351,1,2502,5,0,36,0,Troncal de Occidente,San Juan de Pasto - Cano,1,4,1,2,25,IGAC (Contrato 2932/2008),3b133b47-9cb0-464e-832c-d38fffdaa9d4,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,17,No Revisado,33634.7762553231
352,1,4503,131,680,134,630,Troncal del Magdalena,Paso Nacional por Pitalito,1,1,3,2,45,Google Maps (DC Criterio Técnico),189a72b7-9313-4958-a930-cd6a61d958cc,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,14,No Revisado,4097.10140490661
353,1,25VLH,0,0,4,320,Troncal de Occidente,Variante de Zarzal,3,,3,1,25,Google Maps,9cee5fc3-f7cc-4aa8-970d-a6251d6329d4,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,25,No Revisado,10381.0930945395
354,4,25VLD,0,0,1,150,Alternas a la Troncal de Occidente,Variante Sonso,2,,3,1,25,Google Maps,2d34f6d8-4281-4d2a-bc3a-00116434e46c,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,25,No Revisado,1089.46428515858
355,1,29RS01,3,883,11,0,Acceso a Pereira,Pereira - Cerritos,6,8,3,2,29,IGAC (Contrato 2932/2008),432be7ff-634f-4446-a3a5-9dc14ab393d1,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,21,No Revisado,19053.4589464543
356,4,25VLC,0,0,1,400,Alternas a la Troncal de Occidente,Variante Ginebra     ,1,1,3,1,25,Google Maps,28857fdd-4dac-439c-b7d3-9ce0c844690c,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,25,No Revisado,1908.3443298454
357,1,2902,20,500,28,600,Troncal del Eje Cafetero,Río Campo Alegre - Chinchiná,2,,3,2,29,IGAC (Contrato 2932/2008),b1f4acff-f153-405d-8133-cd306aec1306,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,5,No Revisado,9201.3328669727
358,2,25RSA,0,0,4,455,Troncal de Occidente,Paso Nacional por La Virginia,1,2,3,2,25,IGAC (Contrato 2130/2014),42c93a7c-69b9-4c27-b97a-44dd22e319a6,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,21,No Revisado,5008.09878181044
359,2,25NR01,0,0,5,870,Acceso a Ipiales,Ipiales - Las Lajas,1,2,3,1,25,IGAC (Contrato 2932/2008),098ec9ab-698c-44a9-9f39-aa42383f6842,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,17,No Revisado,5994.12085168872
360,1,2501,0,0,0,40,Troncal de Occidente,Puente Internacional Rumichaca,2,,3,2,25,IGAC (Contrato 2932/2008),a4b6b62c-7e1b-49d7-a914-f5ff3c279b07,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,17,No Revisado,79.5869603331638
361,4,65PTA,0,0,4,190,Alternas a la Troncal Villagarzon - Saravena,Variante El Jardín,1,2,3,1,65,IGAC (Contrato 2932/2008),c2f5a443-6362-4811-9a00-79d387a479c3,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,19,No Revisado,3901.52150090308
362,1,3701,77,0,87,750,Transversal Huila - Cauca,Puerto Valencia - Guadualejo,1,3,3,2,37,IGAC (Contrato 2932/2008),d67f1302-deb8-4782-b3f0-da74c48765a4,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,8,No Revisado,10453.1367362717
363,2,3701,55,350,77,0,Transversal Huila - Cauca,La Plata - Puerto Valencia,1,2,3,2,37,IGAC (Contrato 2130/2014),79cf5b80-1a7a-4115-9161-e68d42c7cb8e,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,14,No Revisado,21329.0706235784
364,1,4504,70,165,71,697,Troncal del Magdalena,Paso Nacional por Garzón,1,1,3,2,45,IGAC (Contrato 2130/2014),e6e3f1d5-56e9-469d-9a01-e102567f87ac,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,14,No Revisado,2556.919645142
365,1,25NRD,0,0,0,440,Troncal de Occidente,Variante Oriental de Pasto,2,,3,1,25,Google Maps,3359b2e1-06d6-4328-8661-d2c1770c2f3e,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,17,No Revisado,1753.65025534627
366,1,4503,0,0,1,600,Troncal del Magdalena,Paso Nacional por Mocoa,1,2,3,2,45,IGAC (Contrato 2130/2014),4596a656-4ccb-4165-a364-07224be04e0e,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,19,No Revisado,2750.0638911926
367,1,2401,0,0,75,0,Circuitos Ecoturisticos Huila - Cauca,Patico - Candelaria,1,2,3,1,24,IGAC (Contrato 2130/2014),85ab1773-46f6-4569-b953-ed73c0ddcd76,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,8,No Revisado,73746.5408061778
368,1,6501,55,600,111,510,Troncal Villagarzon - Saravena,Puerto Bello - San José del Fragua,1,2,3,1,65,IGAC (Contrato 2932/2008),9ab52c40-8be3-4b95-a81d-5f5c937157be,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,6,No Revisado,55082.3427942577
369,2,25CC15,0,0,121,667,Transversal Rosas Condagua,Rosas - La Sierra - La Vega - San Sebastián - Santiago,1,6,3,1,25,IGAC (Contrato 2130/2014),5010a98f-78f6-4e9b-8979-53cc86ff815e,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,8,No Revisado,118464.717193914
370,1,25CCB,0,0,16,0,Troncal de Occidente,Variante de Popayán,1,7,3,2,25,IGAC (Contrato 2932/2008),eccfd910-3935-41a9-a22c-34b7682f1cf5,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,8,No Revisado,16358.205159137
371,1,2301,0,0,12,0,Alternas a la Troncal de Occidente,Cali - Yumbo,2,,3,2,23,IGAC (Contrato 2130/2014),da782f84-c550-43ef-b252-27a8e182633a,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,25,No Revisado,22308.2018099032
372,1,29RSC,0,0,13,100,Troncal del Eje Cafetero,Intersección El Pollo - Intersección El Mandarino (3),6,8,3,1,29,IGAC (Contrato 2932/2008),b9cd3781-8f43-4987-aa91-0237bedcd049,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,21,No Revisado,13755.2313748669
373,1,2902,0,0,5,800,Troncal del Eje Cafetero,Puente Mosquera - Cruce Avenida del Ferrocarril,1,2,3,2,29,IGAC (Contrato 2932/2008),54cf0e1a-0dfc-4cdc-97c3-e53fa605c5f1,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,21,No Revisado,10354.643032145
374,1,2001,0,0,58,50,Conexión Costa Pacifica - Troncal de Occidente,Munchique - Popayán (Paso Antiguo Puente Zarzal),1,2,3,2,20,IGAC (Contrato 2130/2014),ee31deb0-aec3-46a6-8a63-340681ad71a6,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,8,No Revisado,56378.5740289188
375,1,25VLB,0,0,14,0,Troncal de Occidente,Variante de Palmira ,2,,3,2,25,IGAC (Contrato 2932/2008),dbca3619-6159-4c39-8c34-6e67e06675d1,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,25,No Revisado,31008.0584600912
376,1,2505,19,0,25,0,Troncal de Occidente,Paso Nacional por Palmira,2,,3,2,25,IGAC (Contrato 2932/2008),96e7de20-1396-4b83-8659-7d82294f598f,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,25,No Revisado,10788.4824201166
377,Por Definir,3105,50,0,83,800,Alternas a la Troncal de Occidente,Río Desbaratado - Palmira,1,,3,3,31,IGAC (Contrato 2932/2008),0ff3bbe3-ddb9-400e-99b6-58536c7af146,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,25,No Revisado,34030.3202206657
378,1,20HL01,0,0,9,500,Popayan - Paletara - San Jose de Isnos - Pitalito - San Agustin,Sombrerillos - San Agustín - Parque Arqueológico,2,,3,2,20,IGAC (Contrato 2932/2008),2776f67c-d3fa-46ec-9d01-c9bd543b555e,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,14,No Revisado,9970.15194886096
379,1,25B01,1,250,42,138,Alternas a la Troncal de Occidente,La Pintada - Peñalisa,2,,3,1,25,IGAC (Contrato 2932/2008),3a41f301-cb60-4abf-a8fd-d88019533aec,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,1,No Revisado,40633.9682974809
380,1,40QN04,0,0,2,300,Transversal Buenaventura - Villavicencio - Puerto Carreño,La Española - El Caimo,2,,3,1,40,IGAC (Contrato 2932/2008),9956614f-2479-4c9e-a7d0-39c567a6d737,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,20,No Revisado,2271.09497725471
381,1,25NRC,0,0,6,230,Troncal de Occidente,Variante de Ipiales,2,,3,2,25,IGAC (Contrato 2932/2008),f3c35902-a03a-4566-8f7b-7b8b277decc3,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,17,No Revisado,6521.67925037396
382,1,25B01,0,0,1,250,Alternas a la Troncal de Occidente,La Pintada - Via a Peñalisa,2,,3,1,25,IGAC (Contrato 2932/2008),aa9c2a0b-f613-45b6-be87-33ddb94ff701,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,1,No Revisado,1243.65879998198
383,1,4002A,76,200,86,0,Transversal Buenaventura - Villavicencio - Puerto Carreño,La Española - Calarcá,2,,3,2,40,IGAC (Contrato 2932/2008),5637b56a-0a80-4a80-8558-9a57790b8a9d,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,20,No Revisado,11347.5503416733
384,1,25B02,0,0,73,10,Alternas a la Troncal de Occidente,Bolombolo - Santafé de Antioquia,2,,3,1,25,IGAC (Contrato 2932/2008),f8af77e4-b7b8-4c47-ab6a-53c9772175c3,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,1,No Revisado,72483.5079868274
385,2,90SC02,0,0,16,0,Alternas a la Transversal del Caribe,Coveñas - Sabaneta,1,1,3,1,90,IGAC (Contrato 2932/2008),312ad50a-62e9-4d63-9901-efb6f8ca3f9b,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,23,No Revisado,15721.5600571545
386,1,6002,0,0,114,984,Transversal Tribuga - Arauca,Quibdó - La Mansa,1,1,3,1,60,IGAC (Contrato 2130/2014),1cd0b468-5292-43e7-93f7-22b36c9272dd,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,10,No Revisado,106711.508867722
387,1,2504A,21,0,48,976,Troncal de Occidente,Límites Cauca - Palmira,2,,3,2,25,IGAC (Contrato 2932/2008),68b353a6-3f81-4983-bced-ec2517d2a3e4,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,25,No Revisado,38004.3121353227
388,1,2002,67,370,125,700,Popayan - Paletara - San Jose de Isnos - Pitalito - San Agustin,Río Mazamorras - Sombrerillos,1,1,3,2,20,IGAC (Contrato 2932/2008),746e7825-5a18-4457-89ad-d01984b68982,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,14,No Revisado,57700.0087468269
389,1,1307,43,0,55,0,Transversal Tribuga - Arauca,Las Animas - Certeguí,1,2,3,1,13,IGAC (Contrato 2932/2008),48a5396e-521d-402e-8fa1-d8af6fa261ad,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,10,No Revisado,11330.8451743481
390,1,50CL02,0,0,16,117,Troncal del Eje Cafetero,Tres Puertas - La Estrella,2,,3,1,50,IGAC (Contrato 2932/2008),22051cf9-c24e-4906-a012-2d5cfe6b591e,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,5,No Revisado,15981.049691333
391,1,4510,33,353,34,0,Troncal del Magdalena,Puente Puerto Salgar,1,2,3,1,45,IGAC (Contrato 2130/2014),3feaee9f-2335-4769-bc8f-e82ed402aa24,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,24,No Revisado,684.600367116945
392,1,9004,23,300,30,0,Transversal del Caribe,Paso Nacional por Coveñas,1,1,3,1,90,IGAC (Contrato 2932/2008),17c3ab04-c490-452a-ac77-bfc0df3feef7,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,11,No Revisado,6349.27523309596
393,1,1307,55,0,100,0,Transversal Tribuga - Arauca,Certeguí - Quibdó,1,1,3,1,13,IGAC (Contrato 2932/2008),0f9875ab-ca57-48db-bd88-83bec58385e7,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,10,No Revisado,43075.6719538958
394,1,2103,10,764,48,222,Alternas a la Transversal del Caribe,Cereté - Lorica,2,,3,1,21,IGAC (Contrato 2932/2008),69af1854-2288-4af5-9f52-bac2cbb04b3e,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,11,No Revisado,36749.8108577365
395,1,2507,37,180,55,541,Troncal de Occidente,Remolinos - Cauyá,1,2,3,1,25,IGAC (Contrato 2932/2008),d4bdb3f9-4c1d-426c-87b0-3ca23955248f,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,21,No Revisado,18171.8629522962
396,1,2507,10,545,37,180,Troncal de Occidente,La Virginia - Remolinos,2,,3,1,25,IGAC (Contrato 2932/2008),a2145af7-5aec-44f3-977a-2c2b1f221997,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,21,No Revisado,26560.0722216726
